Q9NPI9,ssubSET:R-HSA-975294
P78508,ssubSET:R-HSA-975294
Q99712,ssubSET:R-HSA-975294
P48544,ssubSET:R-HSA-975294
P48051,ssubSET:R-HSA-975294
Q92806,ssubSET:R-HSA-975294
Q14500,ssubSET:R-HSA-975294
P48050,ssubSET:R-HSA-975294
P48549,ssubSET:R-HSA-975294
P63252,ssubSET:R-HSA-975294
P16885,ssubSET:R-HSA-2023861,"SET:p-Y-PLCG1,2","SET:p-PLC gamma1,2",SET:p-4Y-PLCG
P19174,SET:PLC1,"SET:p-PLC gamma1,2",SET:p-4Y-PLCG,ssubSET:R-HSA-2023861,"SET:p-Y-PLCG1,2"
Q8N3E9,ssubSET:R-HSA-2023861
Q9P212,ssubSET:R-HSA-2023861
P51178,ssubSET:R-HSA-2023861
O75038,ssubSET:R-HSA-2023861
Q4KWH8,ssubSET:R-HSA-2023861
Q01970,ssubSET:R-HSA-2023864,"SET:PLC beta1,2,3",SET:PLC-beta 1^2^3,SET:PLC-beta
Q86YW0,ssubSET:R-HSA-2023864
Q9NQ66,ssubSET:R-HSA-2023864,"SET:PLC beta1,2,3",SET:PLC-beta 1^2^3,SET:PLC-beta
Q15147,ssubSET:R-HSA-2023864,SET:PLC-beta
Q00722,ssubSET:R-HSA-2023864,"SET:PLC beta1,2,3",SET:PLC-beta 1^2^3,SET:PLC-beta
Q96BZ4,SET:PLD1-4^6,SET:PLD,ssubSET:R-HSA-8870313
Q9BRC7,ssubSET:R-HSA-8870313
P48426,ssubSET:R-HSA-1806229,ssubSET:R-HSA-6811466,ssubSET:R-HSA-1806163
Q8TBX8,ssubSET:R-HSA-1806229,ssubSET:R-HSA-6811466
P78356,ssubSET:R-HSA-1806229,ssubSET:R-HSA-6811466,ssubSET:R-HSA-1806163
P27987,ssubSET:R-HSA-2023867
P23677,ssubSET:R-HSA-2023867
Q96DU7,ssubSET:R-HSA-2023867
P42336,SET:PI3K-catalytic subunit,ssubSET:R-HSA-437157,ssubSET:R-HSA-1806233,ssubSET:R-HSA-2316432,ssubSET:R-HSA-1806189,ssubSET:R-HSA-9012640
